Claim,Subsection,label,deepset/gbert-base,deepset/gbert-large,deepset/gelectra-base,deepset/gelectra-large
"Die Wahrnehmung dringend erforderlicher Termine bei „Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren“ ist weiterhin erlaubt.","Kinder unter 16 Jahren und Schwerstkranke dürfen einmal am Tag von einer Person für eine Stunde Besuch empfangen, allerdings nicht von Menschen mit Atemwegsinfektionen.",False,0,0,0,0
"Die Wahrnehmung dringend erforderlicher Termine bei „Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren“ ist weiterhin erlaubt.","Gründe im Sinne des Absatzes 2 sind insbesondere: a) die Ausübung beruflicher, mandatsbezogener oder ehrenamtlicher Tätigkeiten, auch an wechselnden Einsatzstellen, b) die Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten), c) Besorgungen des persönlichen Bedarfs in Verkaufsstellen und Inanspruchnahme von Dienstleistungen mit Ausnahme der nach § 2 Absatz 5, §§ 3 ff. untersagt sind, d) der Besuch bei Ehepartnerinnen und Ehepartnern oder Lebenspartnerinnen und Lebenspartnern und die Wahrnehmung des Sorgerechts oder Umgangsrechts im jeweiligen privaten Bereich, e) der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen; innerhalb von Einrichtungen nur nach Maßgabe von § 6, f) die Begleitung von unterstützungsbedürftigen Personen und Minderjährigen, g) die Begleitung Sterbender sowie Beerdigungen im engsten Familien- oder Freundeskreis, h) das Verlassen und Wiederbetreten des Stadtgebiets von Berlin, sofern es auf direktem Weg von beziehungsweise zu der Wohnung oder gewöhnlichen Unterkunft erfolgt, i) Sport und Bewegung an der frischen Luft, alleine, mit Angehörigen des eigenen Haushalts oder mit einer anderen Person, ohne jede sonstige Gruppenbildung, j) Handlungen zur Versorgung und Betreuung von Tieren, k) die Bewirtschaftung von gärtnerischen oder landwirtschaftlichen Flächen, l) der Besuch von Veranstaltungen oder Versammlungen, die nach Maßgabe von § 1 erlaubt oder genehmigt sind, m) die Teilnahme an Prüfungen, n) die Wahrnehmung dringend erforderlicher Termine bei Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren, o) die Befolgung behördlicher, staatsanwaltschaftlicher oder polizeilicher Vorladungen, p) die individuelle stille Einkehr in Kirchen, Moscheen, Synagogen und Häusern anderer Glaubens- und Weltanschauungsgemeinschaften.",True,1,1,1,1
"Die Wahrnehmung dringend erforderlicher Termine bei „Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren“ ist weiterhin erlaubt.","Das Aufsuchen von Einrichtungen im Sinne von § 7, § 7a und § 8 ist zum Zwecke der Inanspruchnahme der dortigen Betreuungsangebote und um Menschen, die dort betreut werden, dorthin zu begleiten oder abzuholen zulässig.",False,0,0,0,0
Ebenso weiterhin erlaubt ist der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen.,"Im Stadtgebiet von Berlin gemäß Artikel 4 Absatz 1 der Verfassung von Berlin vom 23. November 1995 (GVBl. S. 779), die zuletzt durch Gesetz vom 22. März 2016 (GVBl. S. 114) geändert worden ist, befindliche Personen haben sich, vorbehaltlich anderweitiger Regelungen dieser Verordnung, ständig in ihrer Wohnung oder gewöhnlichen Unterkunft aufzuhalten. Dies gilt auch für wohnungslose Menschen, soweit sie kommunal oder ordnungsrechtlich untergebracht sind.",True,0,0,1,0
Ebenso weiterhin erlaubt ist der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen.,Teil 5 dieser Verordnung tritt mit Ablauf des 5. April 2020 außer Kraft.,False,0,0,0,0
Ebenso weiterhin erlaubt ist der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen.,"Das Vorliegen von Gründen, die das Verlassen der Wohnung oder gewöhnlichen Unterkunft nach den Bestimmungen dieser Verordnung erlauben, ist gegenüber der Polizei und den zuständigen Ordnungsbehörden glaubhaft zu machen. Bei jeglichem Aufenthalt außerhalb der Wohnung oder gewöhnlichen Unterkunft ist - soweit möglich - ein Mindestabstand von 1,5 Metern zu anderen Personen einzuhalten.",True,1,0,0,0
Ebenso weiterhin erlaubt ist der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen.,Hotels und andere Beherbergungsbetriebe dürfen keine touristischen Übernachtungen anbieten.,False,0,0,0,0
Ebenso weiterhin erlaubt ist der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen.,"Gründe im Sinne des Absatzes 2 sind insbesondere: a) die Ausübung beruflicher, mandatsbezogener oder ehrenamtlicher Tätigkeiten, auch an wechselnden Einsatzstellen, b) die Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten), c) Besorgungen des persönlichen Bedarfs in Verkaufsstellen und Inanspruchnahme von Dienstleistungen mit Ausnahme der nach § 2 Absatz 5, §§ 3 ff. untersagt sind, d) der Besuch bei Ehepartnerinnen und Ehepartnern oder Lebenspartnerinnen und Lebenspartnern und die Wahrnehmung des Sorgerechts oder Umgangsrechts im jeweiligen privaten Bereich, e) der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen; innerhalb von Einrichtungen nur nach Maßgabe von § 6, f) die Begleitung von unterstützungsbedürftigen Personen und Minderjährigen, g) die Begleitung Sterbender sowie Beerdigungen im engsten Familien- oder Freundeskreis, h) das Verlassen und Wiederbetreten des Stadtgebiets von Berlin, sofern es auf direktem Weg von beziehungsweise zu der Wohnung oder gewöhnlichen Unterkunft erfolgt, i) Sport und Bewegung an der frischen Luft, alleine, mit Angehörigen des eigenen Haushalts oder mit einer anderen Person, ohne jede sonstige Gruppenbildung, j) Handlungen zur Versorgung und Betreuung von Tieren, k) die Bewirtschaftung von gärtnerischen oder landwirtschaftlichen Flächen, l) der Besuch von Veranstaltungen oder Versammlungen, die nach Maßgabe von § 1 erlaubt oder genehmigt sind, m) die Teilnahme an Prüfungen, n) die Wahrnehmung dringend erforderlicher Termine bei Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren, o) die Befolgung behördlicher, staatsanwaltschaftlicher oder polizeilicher Vorladungen, p) die individuelle stille Einkehr in Kirchen, Moscheen, Synagogen und Häusern anderer Glaubens- und Weltanschauungsgemeinschaften.",True,1,1,1,1
Ebenso weiterhin erlaubt ist der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen.,Bibliotheken dürfen nicht für den Publikumsverkehr geöffnet werden. Onlinedienste können angeboten werden.,False,1,0,0,0
"Ausgenommen von der Kontaktbeschränkung sind auch die „Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten).","Im Stadtgebiet von Berlin gemäß Artikel 4 Absatz 1 der Verfassung von Berlin vom 23. November 1995 (GVBl. S. 779), die zuletzt durch Gesetz vom 22. März 2016 (GVBl. S. 114) geändert worden ist, befindliche Personen haben sich, vorbehaltlich anderweitiger Regelungen dieser Verordnung, ständig in ihrer Wohnung oder gewöhnlichen Unterkunft aufzuhalten. Dies gilt auch für wohnungslose Menschen, soweit sie kommunal oder ordnungsrechtlich untergebracht sind.",True,0,0,0,0
"Ausgenommen von der Kontaktbeschränkung sind auch die „Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten).",Teil 5 dieser Verordnung tritt mit Ablauf des 5. April 2020 außer Kraft.,False,0,0,0,0
"Ausgenommen von der Kontaktbeschränkung sind auch die „Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten).","Das Vorliegen von Gründen, die das Verlassen der Wohnung oder gewöhnlichen Unterkunft nach den Bestimmungen dieser Verordnung erlauben, ist gegenüber der Polizei und den zuständigen Ordnungsbehörden glaubhaft zu machen. Bei jeglichem Aufenthalt außerhalb der Wohnung oder gewöhnlichen Unterkunft ist - soweit möglich - ein Mindestabstand von 1,5 Metern zu anderen Personen einzuhalten.",True,0,0,0,0
"Ausgenommen von der Kontaktbeschränkung sind auch die „Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten).","Bei der Öffnung der in Absatz 2 genannten Einrichtungen sind geeignete Vorkehrungen zur Hygiene, zur Steuerung des Zutritts und zur Vermeidung von Warteschlangen zu treffen.",False,0,0,0,0
"Ausgenommen von der Kontaktbeschränkung sind auch die „Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten).","Gründe im Sinne des Absatzes 2 sind insbesondere: a) die Ausübung beruflicher, mandatsbezogener oder ehrenamtlicher Tätigkeiten, auch an wechselnden Einsatzstellen, b) die Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten), c) Besorgungen des persönlichen Bedarfs in Verkaufsstellen und Inanspruchnahme von Dienstleistungen mit Ausnahme der nach § 2 Absatz 5, §§ 3 ff. untersagt sind, d) der Besuch bei Ehepartnerinnen und Ehepartnern oder Lebenspartnerinnen und Lebenspartnern und die Wahrnehmung des Sorgerechts oder Umgangsrechts im jeweiligen privaten Bereich, e) der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen; innerhalb von Einrichtungen nur nach Maßgabe von § 6, f) die Begleitung von unterstützungsbedürftigen Personen und Minderjährigen, g) die Begleitung Sterbender sowie Beerdigungen im engsten Familien- oder Freundeskreis, h) das Verlassen und Wiederbetreten des Stadtgebiets von Berlin, sofern es auf direktem Weg von beziehungsweise zu der Wohnung oder gewöhnlichen Unterkunft erfolgt, i) Sport und Bewegung an der frischen Luft, alleine, mit Angehörigen des eigenen Haushalts oder mit einer anderen Person, ohne jede sonstige Gruppenbildung, j) Handlungen zur Versorgung und Betreuung von Tieren, k) die Bewirtschaftung von gärtnerischen oder landwirtschaftlichen Flächen, l) der Besuch von Veranstaltungen oder Versammlungen, die nach Maßgabe von § 1 erlaubt oder genehmigt sind, m) die Teilnahme an Prüfungen, n) die Wahrnehmung dringend erforderlicher Termine bei Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren, o) die Befolgung behördlicher, staatsanwaltschaftlicher oder polizeilicher Vorladungen, p) die individuelle stille Einkehr in Kirchen, Moscheen, Synagogen und Häusern anderer Glaubens- und Weltanschauungsgemeinschaften.",True,1,1,1,1
"Ausgenommen von der Kontaktbeschränkung sind auch die „Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten).",§ 8 Absatz 2 gilt entsprechend.,False,0,0,1,0
"Ebenfalls dürften Berlinerinnen und Berliner weiter zum Arzt, Therapeuten oder ins Krankenhaus gehen.","Im Stadtgebiet von Berlin gemäß Artikel 4 Absatz 1 der Verfassung von Berlin vom 23. November 1995 (GVBl. S. 779), die zuletzt durch Gesetz vom 22. März 2016 (GVBl. S. 114) geändert worden ist, befindliche Personen haben sich, vorbehaltlich anderweitiger Regelungen dieser Verordnung, ständig in ihrer Wohnung oder gewöhnlichen Unterkunft aufzuhalten. Dies gilt auch für wohnungslose Menschen, soweit sie kommunal oder ordnungsrechtlich untergebracht sind.",True,0,0,0,0
"Ebenfalls dürften Berlinerinnen und Berliner weiter zum Arzt, Therapeuten oder ins Krankenhaus gehen.","Bei der Öffnung der in Absatz 2 genannten Einrichtungen sind geeignete Vorkehrungen zur Hygiene, zur Steuerung des Zutritts und zur Vermeidung von Warteschlangen zu treffen.",False,0,0,0,0
"Ebenfalls dürften Berlinerinnen und Berliner weiter zum Arzt, Therapeuten oder ins Krankenhaus gehen.","Das Vorliegen von Gründen, die das Verlassen der Wohnung oder gewöhnlichen Unterkunft nach den Bestimmungen dieser Verordnung erlauben, ist gegenüber der Polizei und den zuständigen Ordnungsbehörden glaubhaft zu machen. Bei jeglichem Aufenthalt außerhalb der Wohnung oder gewöhnlichen Unterkunft ist - soweit möglich - ein Mindestabstand von 1,5 Metern zu anderen Personen einzuhalten.",True,0,0,0,0
"Ebenfalls dürften Berlinerinnen und Berliner weiter zum Arzt, Therapeuten oder ins Krankenhaus gehen.",Mensen des Studierendenwerkes dürfen nicht geöffnet werden.,False,0,0,0,0
"Ebenfalls dürften Berlinerinnen und Berliner weiter zum Arzt, Therapeuten oder ins Krankenhaus gehen.","Gründe im Sinne des Absatzes 2 sind insbesondere: a) die Ausübung beruflicher, mandatsbezogener oder ehrenamtlicher Tätigkeiten, auch an wechselnden Einsatzstellen, b) die Inanspruchnahme medizinischer und veterinärmedizinischer Versorgungsleistungen (z. B. Arztbesuch, medizinische Behandlungen; Blutspenden) sowie der Besuch bei Angehörigen helfender Berufe, soweit dies medizinisch dringend erforderlich ist (z. B. Psycho- und Physiotherapeuten), c) Besorgungen des persönlichen Bedarfs in Verkaufsstellen und Inanspruchnahme von Dienstleistungen mit Ausnahme der nach § 2 Absatz 5, §§ 3 ff. untersagt sind, d) der Besuch bei Ehepartnerinnen und Ehepartnern oder Lebenspartnerinnen und Lebenspartnern und die Wahrnehmung des Sorgerechts oder Umgangsrechts im jeweiligen privaten Bereich, e) der Besuch bei alten oder kranken Menschen oder bei Menschen mit Einschränkungen außerhalb von Einrichtungen; innerhalb von Einrichtungen nur nach Maßgabe von § 6, f) die Begleitung von unterstützungsbedürftigen Personen und Minderjährigen, g) die Begleitung Sterbender sowie Beerdigungen im engsten Familien- oder Freundeskreis, h) das Verlassen und Wiederbetreten des Stadtgebiets von Berlin, sofern es auf direktem Weg von beziehungsweise zu der Wohnung oder gewöhnlichen Unterkunft erfolgt, i) Sport und Bewegung an der frischen Luft, alleine, mit Angehörigen des eigenen Haushalts oder mit einer anderen Person, ohne jede sonstige Gruppenbildung, j) Handlungen zur Versorgung und Betreuung von Tieren, k) die Bewirtschaftung von gärtnerischen oder landwirtschaftlichen Flächen, l) der Besuch von Veranstaltungen oder Versammlungen, die nach Maßgabe von § 1 erlaubt oder genehmigt sind, m) die Teilnahme an Prüfungen, n) die Wahrnehmung dringend erforderlicher Termine bei Behörden, Gerichten, Rechtsantragsstellen, Gerichtsvollzieherinnen und Gerichtsvollziehern, Rechtsanwältinnen und Rechtsanwälten und Notarinnen und Notaren, o) die Befolgung behördlicher, staatsanwaltschaftlicher oder polizeilicher Vorladungen, p) die individuelle stille Einkehr in Kirchen, Moscheen, Synagogen und Häusern anderer Glaubens- und Weltanschauungsgemeinschaften.",True,1,1,1,1
